"ฤฟฑ๊ฝฺตใ","ฤฟฑ๊ฝฺตใฯตอณภเะอ","ฤฟฑ๊ฝฺตใฮปบลร๛","ิดฝฺตใ","ิดฝฺตใภเะอ","ิดฝฺตใฮปบลร๛","ื้","สýพÝม๗ฯ๒","ร่ส๖","นซสฝ"
"FCS0092","VF","2110PV110101B","OTS","VxOTS","PV110101B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110201","OTS","VxOTS","PV110201.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110401A","OTS","VxOTS","PV110401A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110401B","OTS","VxOTS","PV110401B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110402","OTS","VxOTS","PV110402.OP","AO","ถม","",""
"FCS0092","VF","2110PV110505A","OTS","VxOTS","PV110505A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110505B","OTS","VxOTS","PV110505B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110605A","OTS","VxOTS","PV110605A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110605B","OTS","VxOTS","PV110605B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110705A","OTS","VxOTS","PV110705A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110705B","OTS","VxOTS","PV110705B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110805A","OTS","VxOTS","PV110805A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110805B","OTS","VxOTS","PV110805B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110905A","OTS","VxOTS","PV110905A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110905B","OTS","VxOTS","PV110905B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV111302A","OTS","VxOTS","PV111302A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV111302B","OTS","VxOTS","PV111302B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160101","OTS","VxOTS","PV160101.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160102","OTS","VxOTS","PV160102.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160902","OTS","VxOTS","PV160902.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170101A","OTS","VxOTS","PV170101A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170101B","OTS","VxOTS","PV170101B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170201A","OTS","VxOTS","PV170201A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170201B","OTS","VxOTS","PV170201B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170401A","OTS","VxOTS","PV170401A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170401B","OTS","VxOTS","PV170401B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PYK1602A","OTS","VxOTS","K1602A.RATIO","AO","ถม","",""
"FCS0092","VF","2110PYK1602B","OTS","VxOTS","K1602B.RATIO","AO","ถม","",""
"FCS0092","VF","2110TV110303","OTS","VxOTS","TV110303.OP","AO","ถม","",""
"FCS0092","VF","2110TV110402","OTS","VxOTS","TV110402.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV110403","OTS","VxOTS","TV110403.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV110406","OTS","VxOTS","TV110406.OP","AO","ถม","",""
"FCS0092","VF","2110TV111001","OTS","VxOTS","TV111001.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111002A","OTS","VxOTS","TV111002A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111002B","OTS","VxOTS","TV111002B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111003A","OTS","VxOTS","TV111003A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111003B","OTS","VxOTS","TV111003B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111006","OTS","VxOTS","TV111006.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111102A","OTS","VxOTS","TV111102A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111102B","OTS","VxOTS","TV111102B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111103A","OTS","VxOTS","TV111103A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111103B","OTS","VxOTS","TV111103B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111104A","OTS","VxOTS","TV111104A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111104B","OTS","VxOTS","TV111104B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110AF110401A","OTS","VxOTS","AF110401A.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF110401B","OTS","VxOTS","AF110401B.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF111501","OTS","VxOTS","AF111501.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF160101","OTS","VxOTS","AF160101.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSDPS001_ALM","OTS","VxOTS","DCSDPS001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSMAR001_ALM","OTS","VxOTS","DCSMAR001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSMAR002_ALM","OTS","VxOTS","DCSMAR002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSNET001_ALM","OTS","VxOTS","DCSNET001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP001_ALM","OTS","VxOTS","DCSPDP001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP002_ALM","OTS","VxOTS","DCSPDP002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP003_ALM","OTS","VxOTS","DCSPDP003_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP004_ALM","OTS","VxOTS","DCSPDP004_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP005_ALM","OTS","VxOTS","DCSPDP005_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP001_ALM","OTS","VxOTS","DCSRTP001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP002_ALM","OTS","VxOTS","DCSRTP002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP003_ALM","OTS","VxOTS","DCSRTP003_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSSYS001_ALM","OTS","VxOTS","DCSSYS001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSSYS002_ALM","OTS","VxOTS","DCSSYS002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110205I","OTS","VxOTS","FIC110205I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110501I","OTS","VxOTS","FIC110501I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110503I","OTS","VxOTS","FIC110503I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110601I","OTS","VxOTS","FIC110601I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110603I","OTS","VxOTS","FIC110603I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110701I","OTS","VxOTS","FIC110701I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110703I","OTS","VxOTS","FIC110703I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110801I","OTS","VxOTS","FIC110801I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110803I","OTS","VxOTS","FIC110803I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110901I","OTS","VxOTS","FIC110901I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC110903I","OTS","VxOTS","FIC110903I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC111303I","OTS","VxOTS","FIC111303I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC111304I","OTS","VxOTS","FIC111304I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC111305I","OTS","VxOTS","FIC111305I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC111306I","OTS","VxOTS","FIC111306I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FIC111307I","OTS","VxOTS","FIC111307I.STATUS","DI","ะด","",""
"FCS0092","VF","2110FZSC110205","OTS","VxOTS","FZSC110205.STATUS","DI","ะด","",""
"FCS0092","VF","2110HIC110505I","OTS","VxOTS","HIC110505I.STATUS","DI","ะด","",""
"FCS0092","VF","2110HIC110605I","OTS","VxOTS","HIC110605I.STATUS","DI","ะด","",""
"FCS0092","VF","2110HIC110705I","OTS","VxOTS","HIC110705I.STATUS","DI","ะด","",""
"FCS0092","VF","2110HIC110805I","OTS","VxOTS","HIC110805I.STATUS","DI","ะด","",""
"FCS0092","VF","2110HIC110905I","OTS","VxOTS","HIC110905I.STATUS","DI","ะด","",""
"FCS0092","VF","2110HSC110402A","OTS","VxOTS","HV110402A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110HSC110402B","OTS","VxOTS","HV110402B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110HSC110402C","OTS","VxOTS","HV110402C.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110HSO110402A","OTS","VxOTS","HV110402A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110HSO110402B","OTS","VxOTS","HV110402B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110HSO110402C","OTS","VxOTS","HV110402C.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110LSHP1109A","OTS","VxOTS","LSHP1109A.STATUS","DI","ะด","",""
"FCS0092","VF","2110LSHP1109B","OTS","VxOTS","LSHP1109B.STATUS","DI","ะด","",""
"FCS0092","VF","2110LSHP1705A","OTS","VxOTS","LSHP1705A.STATUS","DI","ะด","",""
"FCS0092","VF","2110LSHP1705B","OTS","VxOTS","LSHP1705B.STATUS","DI","ะด","",""
"FCS0092","VF","2110LSHP1706","OTS","VxOTS","LSHP1706.STATUS","DI","ะด","",""
"FCS0092","VF","2110XSC110101","OTS","VxOTS","XV110101.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110507A","OTS","VxOTS","XV110507A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110507B","OTS","VxOTS","XV110507B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110607A","OTS","VxOTS","XV110607A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110607B","OTS","VxOTS","XV110607B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110707A","OTS","VxOTS","XV110707A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110707B","OTS","VxOTS","XV110707B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110807A","OTS","VxOTS","XV110807A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110807B","OTS","VxOTS","XV110807B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110907A","OTS","VxOTS","XV110907A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC110907B","OTS","VxOTS","XV110907B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160103A","OTS","VxOTS","XV160103A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160103B","OTS","VxOTS","XV160103B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160104A","OTS","VxOTS","XV160104A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160104B","OTS","VxOTS","XV160104B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160901A","OTS","VxOTS","XV160901A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSC160901B","OTS","VxOTS","XV160901B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XSO110101","OTS","VxOTS","XV110101.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110507A","OTS","VxOTS","XV110507A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110507B","OTS","VxOTS","XV110507B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110607A","OTS","VxOTS","XV110607A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110607B","OTS","VxOTS","XV110607B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110707A","OTS","VxOTS","XV110707A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110707B","OTS","VxOTS","XV110707B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110807A","OTS","VxOTS","XV110807A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110807B","OTS","VxOTS","XV110807B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110907A","OTS","VxOTS","XV110907A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO110907B","OTS","VxOTS","XV110907B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160103A","OTS","VxOTS","XV160103A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160103B","OTS","VxOTS","XV160103B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160104A","OTS","VxOTS","XV160104A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160104B","OTS","VxOTS","XV160104B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160901A","OTS","VxOTS","XV160901A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XSO160901B","OTS","VxOTS","XV160901B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZS110521D","OTS","VxOTS","XZS110521D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110522D","OTS","VxOTS","XZS110522D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110523D","OTS","VxOTS","XZS110523D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110621D","OTS","VxOTS","XZS110621D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110622D","OTS","VxOTS","XZS110622D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110623D","OTS","VxOTS","XZS110623D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110721D","OTS","VxOTS","XZS110721D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110722D","OTS","VxOTS","XZS110722D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110723D","OTS","VxOTS","XZS110723D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110821D","OTS","VxOTS","XZS110821D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110822D","OTS","VxOTS","XZS110822D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110823D","OTS","VxOTS","XZS110823D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110921D","OTS","VxOTS","XZS110921D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110922D","OTS","VxOTS","XZS110922D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZS110923D","OTS","VxOTS","XZS110923D.STATUS","DI","ะด","",""
"FCS0092","VF","2110XZSC110103A","OTS","VxOTS","XV110103A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110103B","OTS","VxOTS","XV110103B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110201","OTS","VxOTS","XZV110201.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110202","OTS","VxOTS","XZV110202.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110302","OTS","VxOTS","XZV110302.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110303A","OTS","VxOTS","XZV110303A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110303B","OTS","VxOTS","XZV110303B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110304","OTS","VxOTS","XZV110304.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110305","OTS","VxOTS","XZV110305.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110401A","OTS","VxOTS","XZV110401A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110401B","OTS","VxOTS","XZV110401B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110501","OTS","VxOTS","XZV110501.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110503","OTS","VxOTS","XZV110503.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110506","OTS","VxOTS","XZV110506.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110507","OTS","VxOTS","XZV110507.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110508","OTS","VxOTS","XZV110508.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110601","OTS","VxOTS","XZV110601.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110603","OTS","VxOTS","XZV110603.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110606","OTS","VxOTS","XZV110606.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110607","OTS","VxOTS","XZV110607.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110608","OTS","VxOTS","XZV110608.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110701","OTS","VxOTS","XZV110701.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110703","OTS","VxOTS","XZV110703.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110706","OTS","VxOTS","XZV110706.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110707","OTS","VxOTS","XZV110707.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110708","OTS","VxOTS","XZV110708.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110801","OTS","VxOTS","XZV110801.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110803","OTS","VxOTS","XZV110803.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110806","OTS","VxOTS","XZV110806.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110807","OTS","VxOTS","XZV110807.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110808","OTS","VxOTS","XZV110808.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110901","OTS","VxOTS","XZV110901.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110903","OTS","VxOTS","XZV110903.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110906","OTS","VxOTS","XZV110906.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110907","OTS","VxOTS","XZV110907.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC110908","OTS","VxOTS","XZV110908.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC111201A","OTS","VxOTS","XZV111201A.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC111201B","OTS","VxOTS","XZV111201B.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC111501","OTS","VxOTS","XZV111501.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC111510","OTS","VxOTS","XZV111510.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC170101","OTS","VxOTS","XZV170101.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSC170401","OTS","VxOTS","XZV170401.DI_CLOSE","DI","ะด","",""
"FCS0092","VF","2110XZSO110103A","OTS","VxOTS","XV110103A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110103B","OTS","VxOTS","XV110103B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110201","OTS","VxOTS","XZV110201.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110202","OTS","VxOTS","XZV110202.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110302","OTS","VxOTS","XZV110302.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110303A","OTS","VxOTS","XZV110303A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110303B","OTS","VxOTS","XZV110303B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110304","OTS","VxOTS","XZV110304.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110305","OTS","VxOTS","XZV110305.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110401A","OTS","VxOTS","XZV110401A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110401B","OTS","VxOTS","XZV110401B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110501","OTS","VxOTS","XZV110501.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110503","OTS","VxOTS","XZV110503.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110506","OTS","VxOTS","XZV110506.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110507","OTS","VxOTS","XZV110507.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110508","OTS","VxOTS","XZV110508.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110601","OTS","VxOTS","XZV110601.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110603","OTS","VxOTS","XZV110603.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110606","OTS","VxOTS","XZV110606.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110607","OTS","VxOTS","XZV110607.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110608","OTS","VxOTS","XZV110608.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110701","OTS","VxOTS","XZV110701.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110703","OTS","VxOTS","XZV110703.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110706","OTS","VxOTS","XZV110706.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110707","OTS","VxOTS","XZV110707.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110708","OTS","VxOTS","XZV110708.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110801","OTS","VxOTS","XZV110801.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110803","OTS","VxOTS","XZV110803.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110806","OTS","VxOTS","XZV110806.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110807","OTS","VxOTS","XZV110807.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110808","OTS","VxOTS","XZV110808.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110901","OTS","VxOTS","XZV110901.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110903","OTS","VxOTS","XZV110903.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110906","OTS","VxOTS","XZV110906.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110907","OTS","VxOTS","XZV110907.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO110908","OTS","VxOTS","XZV110908.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO111201A","OTS","VxOTS","XZV111201A.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO111201B","OTS","VxOTS","XZV111201B.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO111501","OTS","VxOTS","XZV111501.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO111510","OTS","VxOTS","XZV111510.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO170101","OTS","VxOTS","XZV170101.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110XZSO170401","OTS","VxOTS","XZV170401.DI_OPEN","DI","ะด","",""
"FCS0092","VF","2110YSAK1602AA","OTS","VxOTS","YSAK1602AA.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAK1602BA","OTS","VxOTS","YSAK1602BA.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1101A","OTS","VxOTS","YSAP1101A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1101B","OTS","VxOTS","YSAP1101B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1102A","OTS","VxOTS","YSAP1102A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1102B","OTS","VxOTS","YSAP1102B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1103A","OTS","VxOTS","YSAP1103A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1103B","OTS","VxOTS","YSAP1103B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSAP1103C","OTS","VxOTS","YSAP1103C.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1101A","OTS","VxOTS","YSHAP1101A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1101B","OTS","VxOTS","YSHAP1101B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1102A","OTS","VxOTS","YSHAP1102A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1102B","OTS","VxOTS","YSHAP1102B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1103A","OTS","VxOTS","YSHAP1103A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1103B","OTS","VxOTS","YSHAP1103B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1103C","OTS","VxOTS","YSHAP1103C.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1601","OTS","VxOTS","YSHAP1601.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSHAP1603","OTS","VxOTS","YSHAP1603.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLK1602AA","OTS","VxOTS","K1602A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLK1602BA","OTS","VxOTS","K1602B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1101A","OTS","VxOTS","P1101A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1101B","OTS","VxOTS","P1101B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1102A","OTS","VxOTS","P1102A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1102B","OTS","VxOTS","P1102B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1103A","OTS","VxOTS","P1103A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1103B","OTS","VxOTS","P1103B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1103C","OTS","VxOTS","P1103C.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1105A","OTS","VxOTS","P1105A.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1105B","OTS","VxOTS","P1105B.STATUS","DI","ะด","",""
"FCS0092","VF","2110YSLP1110","OTS","VxOTS","P1110.STATUS","DI","ะด","",""
"FCS0092","VF","2110HSOV110402A","OTS","VxOTS","HV110402A.STATUS","DO","ถม","",""
"FCS0092","VF","2110HSOV110402B","OTS","VxOTS","HV110402B.STATUS","DO","ถม","",""
"FCS0092","VF","2110HSOV110402C","OTS","VxOTS","HV110402C.STATUS","DO","ถม","",""
"FCS0092","VF","2110MCS110504","OTS","VxOTS","MV110504.DO_LOCALCLOSE","DO","ถม","",""
